word,spam_count,ham_count,total,spam_ratio
bought,217,394,611,0.355
stud,69,0,69,1.0
cities,34,81,115,0.296
creates,62,58,120,0.517
dyn,3,126,129,0.023
lamphier,0,124,124,0.0
limits,22,191,213,0.103
kit,76,13,89,0.854
smith,142,1267,1409,0.101
beiiefs,116,0,116,1.0
hector,9,158,167,0.054
measuring,19,73,92,0.207
bellamy,6,95,101,0.059
dear,1197,944,2141,0.559
sessions,25,219,244,0.102
numbers,1243,1029,2272,0.547
wil,590,19,609,0.969
indices,16,34,50,0.32
difficulties,28,158,186,0.151
lying,57,3,60,0.95
correlation,6,145,151,0.04
indian,37,377,414,0.089
contracts,274,1625,1899,0.144
importantly,33,65,98,0.337
loved,59,31,90,0.656
blank,272,52,324,0.84
stem,398,50,448,0.888
allied,38,12,50,0.76
obviously,29,261,290,0.1
costs,382,1150,1532,0.249
victoria,57,80,137,0.416
cooper,7,66,73,0.096
worlds,48,9,57,0.842
welis,99,0,99,1.0
figures,65,141,206,0.316
bmxg,138,0,138,1.0
pri,49,10,59,0.831
jose,54,94,148,0.365
filling,46,37,83,0.554
prescripiton,76,0,76,1.0
evaluations,6,109,115,0.052
otcbb,237,0,237,1.0
dorie,0,103,103,0.0
bad,433,429,862,0.502
wrong,169,276,445,0.38
recommends,37,33,70,0.529
sophisticated,39,81,120,0.325
pattern,44,25,69,0.638
fox,32,61,93,0.344
consulting,155,254,409,0.379
catchy,82,2,84,0.976
springs,24,31,55,0.436
boundary,41,31,72,0.569
interruptible,1,68,69,0.014
ronnie,20,51,71,0.282
instance,39,109,148,0.264
miscellaneous,33,22,55,0.6
euro,251,59,310,0.81
pogo,5,65,70,0.071
announcing,12,111,123,0.098
pdf,52,280,332,0.157
attack,123,97,220,0.559
caiso,0,177,177,0.0
lokay,0,304,304,0.0
mix,514,41,555,0.926
connect,56,67,123,0.455
informational,54,93,147,0.367
understand,293,840,1133,0.259
medlcations,64,0,64,1.0
vladimir,22,42,64,0.344
platform,176,284,460,0.383
recollect,75,0,75,1.0
pride,63,24,87,0.724
weight,644,51,695,0.927
tina,22,145,167,0.132
recovery,79,202,281,0.281
unique,590,128,718,0.822
launching,34,46,80,0.425
ibm,269,122,391,0.688
rocket,379,2,381,0.995
lucky,550,32,582,0.945
privileged,62,247,309,0.201
pgpu,58,0,58,1.0
percentages,34,26,60,0.567
tastes,53,0,53,1.0
reservations,16,137,153,0.105
attl,0,55,55,0.0
controversy,11,47,58,0.19
graphs,0,78,78,0.0
desiqn,58,0,58,1.0
offset,76,107,183,0.415
phrase,28,28,56,0.5
kinsey,0,52,52,0.0
htm,220,185,405,0.543
expansion,163,304,467,0.349
viagr,53,0,53,1.0
voor,49,1,50,0.98
charles,124,301,425,0.292
reas,336,0,336,1.0
managed,117,310,427,0.274
vioxx,130,0,130,1.0
giga,52,0,52,1.0
financia,118,4,122,0.967
wrongfu,133,0,133,1.0
nursing,58,5,63,0.921
harm,32,25,57,0.561
earnest,20,80,100,0.2
thick,74,11,85,0.871
imceanotes,0,93,93,0.0
lots,354,107,461,0.768
warranties,24,27,51,0.471
shah,12,89,101,0.119
bouillion,0,51,51,0.0
directory,224,128,352,0.636
manipulation,40,39,79,0.506
rcpt,52,2,54,0.963
ireland,47,10,57,0.825
completing,34,104,138,0.246
acceptable,64,142,206,0.311
mfc,96,0,96,1.0
zealand,123,13,136,0.904
contributor,17,37,54,0.315
seu,143,0,143,1.0
cartridge,113,0,113,1.0
csfb,0,85,85,0.0
ownership,210,205,415,0.506
responding,22,105,127,0.173
materiais,54,0,54,1.0
military,247,95,342,0.722
uses,185,163,348,0.532
seriously,67,72,139,0.482
diverse,101,35,136,0.743
mccoy,8,102,110,0.073
tue,494,99,593,0.833
stones,52,7,59,0.881
gil,9,53,62,0.145
relied,17,94,111,0.153
tree,83,44,127,0.654
caution,23,44,67,0.343
headcount,0,148,148,0.0
district,47,116,163,0.288
steam,19,36,55,0.345
prior,731,878,1609,0.454
exclude,28,24,52,0.538
rom,278,25,303,0.917
forward,3345,3000,6345,0.527
australian,38,71,109,0.349
university,195,1307,1502,0.13
watches,308,6,314,0.981
cold,106,138,244,0.434
gotten,229,75,304,0.753
regarding,533,1669,2202,0.242
willing,229,369,598,0.383
commerzbank,0,81,81,0.0
wessex,0,92,92,0.0
institutions,101,182,283,0.357
palestinian,120,8,128,0.938
mostly,25,110,135,0.185
aimee,0,361,361,0.0
lack,101,264,365,0.277
seemed,62,182,244,0.254
comprised,26,33,59,0.441
broadcast,300,13,313,0.958
houses,45,51,96,0.469
oem,581,5,586,0.991
minutes,762,382,1144,0.666
bio,151,57,208,0.726
happens,82,139,221,0.371
suited,40,42,82,0.488
azurix,0,256,256,0.0
mandate,30,35,65,0.462
guangdong,84,0,84,1.0
palmer,5,409,414,0.012
pre,428,450,878,0.487
researchers,27,44,71,0.38
pjm,0,374,374,0.0
shore,34,117,151,0.225
fin,28,51,79,0.354
lovely,45,5,50,0.9
implementation,25,304,329,0.076
consolidated,12,167,179,0.067
discovered,312,45,357,0.874
abstract,14,71,85,0.165
recently,442,724,1166,0.379
serving,43,114,157,0.274
gambling,91,3,94,0.968
institute,21,202,223,0.094
stella,10,110,120,0.083
consistent,74,254,328,0.226
flying,34,87,121,0.281
intense,74,35,109,0.679
comp,29,82,111,0.261
knows,173,172,345,0.501
poor,178,550,728,0.245
riley,6,110,116,0.052
intuit,97,14,111,0.874
everybody,80,120,200,0.4
extensive,167,167,334,0.5
controlled,75,89,164,0.457
grand,143,201,344,0.416
west,313,1052,1365,0.229
identical,43,26,69,0.623
invisible,134,5,139,0.964
liz,5,192,197,0.025
obtaining,43,65,108,0.398
patch,179,27,206,0.869
serve,192,408,600,0.32
fountain,29,41,70,0.414
carry,202,148,350,0.577
loss,527,1021,1548,0.34
duke,19,689,708,0.027
corei,222,0,222,1.0
spread,69,380,449,0.154
negative,284,390,674,0.421
ste,88,47,135,0.652
four,534,767,1301,0.41
plc,123,103,226,0.544
doilars,110,0,110,1.0
solutions,641,279,920,0.697
pertaining,491,28,519,0.946
begun,75,95,170,0.441
attitude,39,51,90,0.433
fit,223,280,503,0.443
began,142,417,559,0.254
beginning,112,557,669,0.167
caroline,17,69,86,0.198
clalls,81,0,81,1.0
inciude,305,0,305,1.0
tod,19,38,57,0.333
netnoteinc,74,0,74,1.0
picks,97,41,138,0.703
slowing,4,59,63,0.063
frevert,0,149,149,0.0
retailers,49,15,64,0.766
joan,16,42,58,0.276
rfid,272,0,272,1.0
permian,11,92,103,0.107
remedy,100,51,151,0.662
steps,176,314,490,0.359
consolidate,40,70,110,0.364
meade,1,107,108,0.009
peggy,11,203,214,0.051
proud,95,78,173,0.549
natura,217,0,217,1.0
defense,97,66,163,0.595
chicken,33,25,58,0.569
bond,65,567,632,0.103
footer,35,27,62,0.565
pubiication,220,0,220,1.0
enrj,0,158,158,0.0
hikes,2,61,63,0.032
spe,339,2,341,0.994
brothers,31,86,117,0.265
formats,199,17,216,0.921
henry,50,176,226,0.221
scheduled,52,1001,1053,0.049
nevertheless,17,61,78,0.218
signs,91,129,220,0.414
contact,2925,2843,5768,0.507
everyday,95,45,140,0.679
caiifornia,52,0,52,1.0
gregory,12,105,117,0.103
country,1531,414,1945,0.787
eight,239,107,346,0.691
mais,141,0,141,1.0
multipart,43,20,63,0.683
created,220,753,973,0.226
fund,1229,715,1944,0.632
fedex,65,28,93,0.699
entex,0,182,182,0.0
sandy,22,55,77,0.286
straight,103,99,202,0.51
buddy,36,54,90,0.4
bound,57,32,89,0.64
measure,191,222,413,0.462
evidence,35,185,220,0.159
xga,171,0,171,1.0
requirements,479,681,1160,0.413
feature,127,108,235,0.54
adviser,27,38,65,0.415
partnership,225,599,824,0.273
big,808,1001,1809,0.447
buckley,6,49,55,0.109
vault,52,17,69,0.754
people,2257,2571,4828,0.467
impotent,54,0,54,1.0
change,1156,2144,3300,0.35
invaluable,52,17,69,0.754
stacey,9,274,283,0.032
hplc,0,295,295,0.0
roughly,7,128,135,0.052
exploration,223,194,417,0.535
corel,767,4,771,0.995
suspend,69,70,139,0.496
false,31,33,64,0.484
ros,93,0,93,1.0
enqines,51,0,51,1.0
poiicies,50,0,50,1.0
wysk,287,0,287,1.0
ciose,54,0,54,1.0
embedded,23,79,102,0.225
baseball,23,46,69,0.333
ieor,0,86,86,0.0
abroad,187,15,202,0.926
cornhusker,0,151,151,0.0
votre,56,0,56,1.0
day,2508,4538,7046,0.356
pledge,24,83,107,0.224
chicago,99,433,532,0.186
obtain,212,209,421,0.504
boys,69,11,80,0.863
presidential,26,31,57,0.456
word,401,314,715,0.561
rule,89,164,253,0.352
strength,108,167,275,0.393
derived,21,56,77,0.273
mkt,1,199,200,0.005
wti,1,76,77,0.013
koenig,9,59,68,0.132
rabbit,96,1,97,0.99
mirror,27,96,123,0.22
calpers,0,64,64,0.0
gco,0,202,202,0.0
megs,7,64,71,0.099
minimal,49,57,106,0.462
trustworthy,84,6,90,0.933
hunter,23,238,261,0.088
champion,89,20,109,0.817
panda,56,35,91,0.615
terms,1114,1019,2133,0.522
expected,699,1247,1946,0.359
delainey,0,254,254,0.0
referral,25,35,60,0.417
packages,266,82,348,0.764
moopid,73,0,73,1.0
personals,58,0,58,1.0
bucks,90,16,106,0.849
absolute,125,42,167,0.749
resident,42,24,66,0.636
leveraging,27,26,53,0.509
paradigm,24,31,55,0.436
cart,58,36,94,0.617
lives,152,68,220,0.691
discounted,71,66,137,0.518
katy,2,181,183,0.011
whitewing,0,78,78,0.0
roberts,19,417,436,0.044
texaco,12,221,233,0.052
free,4720,1443,6163,0.766
fails,17,85,102,0.167
territory,32,54,86,0.372
promote,121,84,205,0.59
machinery,43,9,52,0.827
coale,0,161,161,0.0
hassle,66,10,76,0.868
rising,85,110,195,0.436
labels,55,2,57,0.965
nuestra,56,1,57,0.982
martinez,25,69,94,0.266
computer,1417,431,1848,0.767
old,520,565,1085,0.479
winston,37,73,110,0.336
hanks,3,225,228,0.013
hitting,14,38,52,0.269
sager,1,76,77,0.013
pressed,22,28,50,0.44
clear,395,751,1146,0.345
launch,146,243,389,0.375
correspondence,311,47,358,0.869
talking,243,476,719,0.338
gets,156,347,503,0.31
preserve,14,62,76,0.184
scheduling,6,1134,1140,0.005
tracking,166,98,264,0.629
oft,99,1,100,0.99
nickel,44,17,61,0.721
targets,113,142,255,0.443
cole,37,61,98,0.378
analyses,16,38,54,0.296
afraid,137,58,195,0.703
desert,43,21,64,0.672
arora,1,57,58,0.017
cartridges,103,5,108,0.954
replica,152,1,153,0.993
netco,2,462,464,0.004
hub,27,248,275,0.098
yields,10,64,74,0.135
destroy,70,83,153,0.458
view,892,771,1663,0.536
fax,1373,1870,3243,0.423
mastercard,54,5,59,0.915
summary,30,865,895,0.034
happen,259,346,605,0.428
nearly,225,393,618,0.364
isp,106,10,116,0.914
masson,0,221,221,0.0
att,24,28,52,0.462
studies,124,127,251,0.494
pharmacy,488,0,488,1.0
intercourse,60,0,60,1.0
advertise,129,24,153,0.843
holding,328,307,635,0.517
kind,898,492,1390,0.646
aging,161,9,170,0.947
functionality,15,177,192,0.078
patricia,15,172,187,0.08
score,36,69,105,0.343
designer,98,8,106,0.925
appeal,49,41,90,0.544
fail,81,111,192,0.422
buffett,50,55,105,0.476
hewlett,218,101,319,0.683
aiways,103,0,103,1.0
impression,104,84,188,0.553
depressant,56,0,56,1.0
granted,39,92,131,0.298
framework,46,92,138,0.333
cialls,152,0,152,1.0
senator,8,81,89,0.09
years,1696,2043,3739,0.454
played,37,111,148,0.25
guy,58,259,317,0.183
date,1069,3894,4963,0.215
worker,27,25,52,0.519
ich,109,6,115,0.948
offering,645,340,985,0.655
article,105,455,560,0.188
enhancing,54,24,78,0.692
installation,139,56,195,0.713
selection,267,91,358,0.746
respond,228,583,811,0.281
oak,25,28,53,0.472
torrey,0,65,65,0.0
international,2448,906,3354,0.73
caribbean,63,25,88,0.716
assurance,431,63,494,0.872
asylum,84,1,85,0.988
ext,70,363,433,0.162
engy,0,77,77,0.0
equipment,336,387,723,0.465
lifted,28,22,50,0.56
disney,33,39,72,0.458
debtor,26,28,54,0.481
danny,17,99,116,0.147
investment,3855,1863,5718,0.674
upside,69,85,154,0.448
allegheny,12,259,271,0.044
saving,232,67,299,0.776
spreadsheet,27,590,617,0.044
pioneer,82,48,130,0.631
amp,55,3,58,0.948
pilis,63,0,63,1.0
restructuring,5,225,230,0.022
rise,116,222,338,0.343
matrix,98,109,207,0.473
visibility,36,24,60,0.6
existence,46,30,76,0.605
walked,31,24,55,0.564
meltdown,7,55,62,0.113
stinson,1,1052,1053,0.001
payback,5,58,63,0.079
prison,53,3,56,0.946
collect,116,71,187,0.62
considerations,34,38,72,0.472
xxx,80,3,83,0.964
reference,788,354,1142,0.69
shankman,0,294,294,0.0
cohen,20,41,61,0.328
line,1539,1802,3341,0.461
participate,270,405,675,0.4
category,731,208,939,0.778
hotlist,76,60,136,0.559
immediately,830,777,1607,0.516
hundred,764,33,797,0.959
packet,7,59,66,0.106
destroyed,24,77,101,0.238
sudden,60,50,110,0.545
lived,96,30,126,0.762
lien,9,42,51,0.176
originations,2,57,59,0.034
indiana,67,31,98,0.684
heading,25,92,117,0.214
fields,112,143,255,0.439
caring,11,49,60,0.183
attempts,181,74,255,0.71
moved,127,407,534,0.238
looked,80,211,291,0.275
read,1390,598,1988,0.699
two,1688,3698,5386,0.313
seat,47,105,152,0.309
strongest,61,41,102,0.598
cowboy,12,48,60,0.2
experienced,230,129,359,0.641
closes,11,114,125,0.088
venturatos,0,67,67,0.0
lydecker,0,78,78,0.0
compared,203,248,451,0.45
cartier,122,1,123,0.992
paul,135,864,999,0.135
character,74,26,100,0.74
tblloads,0,51,51,0.0
predictions,532,20,552,0.964
permitted,29,69,98,0.296
causey,1,257,258,0.004
correlations,0,96,96,0.0
calgary,42,271,313,0.134
file,759,2319,3078,0.247
painter,170,1,171,0.994
sugar,88,22,110,0.8
earth,166,33,199,0.834
handful,13,52,65,0.2
vkaminski,0,118,118,0.0
enthusiasm,17,37,54,0.315
lock,78,60,138,0.565
spirit,74,50,124,0.597
salaries,4,53,57,0.07
earned,88,119,207,0.425
watched,46,36,82,0.561
horton,6,71,77,0.078
becky,11,92,103,0.107
charlotte,26,116,142,0.183
jeffery,2,85,87,0.023
folks,29,196,225,0.129
profiied,64,0,64,1.0
ward,8,133,141,0.057
seil,101,0,101,1.0
report,4413,2987,7400,0.596
battery,148,12,160,0.925
weekly,188,653,841,0.224
document,123,704,827,0.149
exempt,20,102,122,0.164
republicans,2,120,122,0.016
grown,79,58,137,0.577
sherman,9,43,52,0.173
cruise,131,45,176,0.744
circumstances,49,130,179,0.274
smart,194,88,282,0.688
muller,82,51,133,0.617
evans,21,74,95,0.221
slow,89,150,239,0.372
necessarily,21,90,111,0.189
cheap,835,55,890,0.938
madam,276,7,283,0.975
christ,46,6,52,0.885
estimation,4,62,66,0.061
anticipates,516,21,537,0.961
spike,31,33,64,0.484
increased,479,434,913,0.525
paste,378,44,422,0.896
undervaiued,110,0,110,1.0
exercises,42,25,67,0.627
critical,139,487,626,0.222
premature,107,14,121,0.884
penis,487,1,488,0.998
svp,7,56,63,0.111
multimedia,71,21,92,0.772
marketplace,133,142,275,0.484
aqui,97,0,97,1.0
taking,329,855,1184,0.278
yanowski,0,64,64,0.0
gerald,11,69,80,0.138
bachelors,48,10,58,0.828
peace,116,49,165,0.703
powerhouse,34,40,74,0.459
hosted,17,48,65,0.262
goliad,0,58,58,0.0
aspect,41,55,96,0.427
alt,136,52,188,0.723
recieve,63,9,72,0.875
rivals,12,61,73,0.164
sorenson,0,64,64,0.0
blonde,66,1,67,0.985
swaps,0,232,232,0.0
plll,72,0,72,1.0
replaced,20,177,197,0.102
cor,89,9,98,0.908
dating,142,22,164,0.866
casing,56,0,56,1.0
sub,99,115,214,0.463
impossible,120,88,208,0.577
mas,101,6,107,0.944
tailgate,1,53,54,0.019
chairs,2,53,55,0.036
waha,0,204,204,0.0
perhaps,81,361,442,0.183
threatened,11,53,64,0.172
enforcement,38,78,116,0.328
pizza,50,9,59,0.847
handled,51,120,171,0.298
vision,147,140,287,0.512
utilize,71,94,165,0.43
palo,4,272,276,0.014
sensitivity,24,61,85,0.282
editor,70,82,152,0.461
relay,62,12,74,0.838
jump,179,170,349,0.513
posted,25,546,571,0.044
egan,12,59,71,0.169
carefui,96,0,96,1.0
authorities,27,31,58,0.466
jessica,23,36,59,0.39
commissioner,2,90,92,0.022
phone,1794,1753,3547,0.506
fyi,14,1057,1071,0.013
microcap,232,0,232,1.0
apologize,124,159,283,0.438
tagg,0,103,103,0.0
schultz,10,65,75,0.133
crown,75,58,133,0.564
woes,1,191,192,0.005
behalf,238,380,618,0.385
alternatively,36,59,95,0.379
retains,14,38,52,0.269
officia,54,0,54,1.0
charge,499,765,1264,0.395
arthur,22,235,257,0.086
confirmations,5,182,187,0.027
hanging,15,44,59,0.254
merchandise,49,15,64,0.766
enterprises,122,32,154,0.792
phones,114,71,185,0.616
unwind,1,51,52,0.019
issue,394,1852,2246,0.175
students,71,578,649,0.109
flight,90,176,266,0.338
ciaiis,92,0,92,1.0
pierre,8,78,86,0.093
hughes,22,116,138,0.159
bids,13,258,271,0.048
corporate,504,1296,1800,0.28
ega,66,10,76,0.868
freedom,161,36,197,0.817
necessary,895,650,1545,0.579
convinient,96,1,97,0.99
pllls,61,0,61,1.0
aiberta,68,0,68,1.0
wouid,129,0,129,1.0
mirant,0,249,249,0.0
shlpplng,164,0,164,1.0
messaging,59,133,192,0.307
honored,18,50,68,0.265
documentation,48,336,384,0.125
una,204,1,205,0.995
titman,0,75,75,0.0
aid,186,76,262,0.71
med,234,13,247,0.947
dawn,10,155,165,0.061
beleaguered,0,102,102,0.0
around,636,1150,1786,0.356
ion,406,2,408,0.995
dhar,0,76,76,0.0
prefer,171,177,348,0.491
attributed,4,53,57,0.07
shed,20,84,104,0.192
assistance,806,448,1254,0.643
disk,97,30,127,0.764
tin,46,8,54,0.852
assembled,54,12,66,0.818
prescription,1074,8,1082,0.993
validation,26,79,105,0.248
anything,502,928,1430,0.351
congrats,13,42,55,0.236
bed,279,41,320,0.872
sightings,119,1,120,0.992
private,1295,604,1899,0.682
naveen,0,84,84,0.0
exchange,960,1859,2819,0.341
manageable,43,18,61,0.705
state,1067,2455,3522,0.303
worry,124,106,230,0.539
advance,107,371,478,0.224
regime,44,12,56,0.786
aig,2,95,97,0.021
interviewers,1,107,108,0.009
chuck,8,244,252,0.032
ngo,1,71,72,0.014
measurement,14,167,181,0.077
george,100,860,960,0.104
christie,14,452,466,0.03
blachman,0,51,51,0.0
forma,107,84,191,0.56
competitor,29,96,125,0.232
caps,24,239,263,0.091
donahue,12,71,83,0.145
affecting,19,87,106,0.179
argentina,62,109,171,0.363
sounds,83,181,264,0.314
savvy,49,8,57,0.86
holds,103,202,305,0.338
news,3046,2409,5455,0.558
inexpensive,161,15,176,0.915
subsidiaries,132,143,275,0.48
class,217,814,1031,0.21
removemeplease,54,0,54,1.0
istorage,54,0,54,1.0
dress,45,30,75,0.6
carries,72,30,102,0.706
positioned,362,27,389,0.931
three,1038,1444,2482,0.418
auch,54,6,60,0.9
traditional,144,172,316,0.456
replace,47,212,259,0.181
chip,53,162,215,0.247
eugenio,1,111,112,0.009
notifications,92,44,136,0.676
never,1193,513,1706,0.699
comments,97,1454,1551,0.063
standing,62,98,160,0.388
sec,645,1030,1675,0.385
transferring,91,30,121,0.752
trading,764,6221,6985,0.109
knowledgeable,32,21,53,0.604
cherry,20,69,89,0.225
abiiity,137,0,137,1.0
sind,49,6,55,0.891
labor,47,99,146,0.322
designs,45,21,66,0.682
arrived,45,67,112,0.402
patented,203,2,205,0.99
affiiiated,139,0,139,1.0
stores,208,52,260,0.8
cheapest,171,7,178,0.961
winfree,0,64,64,0.0
farm,123,34,157,0.783
excellent,184,217,401,0.459
interesting,92,319,411,0.224
sen,9,54,63,0.143
diplomatic,56,5,61,0.918
gregg,4,63,67,0.06
capitalization,25,90,115,0.217
losing,92,113,205,0.449
respective,292,183,475,0.615
bias,186,13,199,0.935
terminal,18,107,125,0.144
organizations,273,125,398,0.686
blast,66,26,92,0.717
seminar,95,361,456,0.208
variants,78,3,81,0.963
guaranteed,697,178,875,0.797
ets,5,377,382,0.013
sign,314,610,924,0.34
professionai,275,0,275,1.0
nuys,78,1,79,0.987
booking,25,84,109,0.229
directories,81,19,100,0.81
inflated,19,51,70,0.271
stopping,40,17,57,0.702
nationwide,126,52,178,0.708
mighty,24,26,50,0.48
pad,43,17,60,0.717
privacy,492,57,549,0.896
expioration,52,0,52,1.0
jacoby,0,152,152,0.0
warning,132,131,263,0.502
covering,39,121,160,0.244
sempra,0,207,207,0.0
jinbaek,0,150,150,0.0
stanley,14,198,212,0.066
alumni,68,62,130,0.523
green,366,235,601,0.609
pal,59,12,71,0.831
independent,384,413,797,0.482
reviewing,59,233,292,0.202
taught,79,30,109,0.725
paper,282,1157,1439,0.196
convert,72,64,136,0.529
developer,93,81,174,0.534
marty,7,67,74,0.095
headquarters,38,135,173,0.22
prescribed,85,4,89,0.955
baseload,0,86,86,0.0
island,117,84,201,0.582
muitiple,65,0,65,1.0
deposited,401,12,413,0.971
includes,651,550,1201,0.542
gottlob,0,60,60,0.0
banker,23,82,105,0.219
explaining,29,60,89,0.326
combine,50,75,125,0.4
whatsoever,35,16,51,0.686
sectors,168,85,253,0.664
luis,27,45,72,0.375
matt,63,269,332,0.19
mountain,68,79,147,0.463
cara,1,91,92,0.011
addresses,962,129,1091,0.882
claiming,317,46,363,0.873
activities,111,666,777,0.143
keen,17,68,85,0.2
engineer,71,72,143,0.497
event,439,982,1421,0.309
mcdonald,8,91,99,0.081
errrectlon,97,0,97,1.0
lcd,108,12,120,0.9
converted,13,79,92,0.141
clause,23,92,115,0.2
loqo,81,0,81,1.0
newspaper,35,105,140,0.25
sampies,117,0,117,1.0
ahmad,4,121,125,0.032
pathing,0,53,53,0.0
watch,1377,304,1681,0.819
dowjones,0,243,243,0.0
woridwide,106,0,106,1.0
sandra,21,71,92,0.228
resource,192,433,625,0.307
scenarios,8,96,104,0.077
cpr,0,114,114,0.0
hide,31,43,74,0.419
sunday,77,499,576,0.134
actual,679,538,1217,0.558
insights,8,69,77,0.104
internally,17,105,122,0.139
processes,105,302,407,0.258
limit,159,437,596,0.267
mills,12,159,171,0.07
believed,117,105,222,0.527
dare,60,3,63,0.952
stories,117,103,220,0.532
lagos,135,0,135,1.0
places,178,112,290,0.614
omissions,13,61,74,0.176
bridging,55,25,80,0.688
discussion,87,775,862,0.101
pages,156,135,291,0.536
disposal,61,14,75,0.813
ubswarburg,0,64,64,0.0
advised,433,179,612,0.708
constitute,224,43,267,0.839
worried,54,100,154,0.351
relationship,213,340,553,0.385
stress,173,92,265,0.653
slip,26,25,51,0.51
crawler,4,187,191,0.021
findings,21,96,117,0.179
fap,0,69,69,0.0
crude,125,291,416,0.3
joanie,2,48,50,0.04
makes,405,456,861,0.47
lewis,18,179,197,0.091
australia,256,196,452,0.566
haedicke,0,164,164,0.0
motivated,54,41,95,0.568
russ,5,107,112,0.045
promised,63,169,232,0.272
lipitor,54,1,55,0.982
sentiment,17,57,74,0.23
hodges,4,105,109,0.037
issues,164,2153,2317,0.071
team,728,2640,3368,0.216
bpa,0,214,214,0.0
visits,112,58,170,0.659
koch,8,191,199,0.04
coding,10,60,70,0.143
intent,370,98,468,0.791
notebook,87,2,89,0.978
legally,108,44,152,0.711
pay,1245,1512,2757,0.452
caida,1,68,69,0.014
harassment,7,47,54,0.13
helps,157,207,364,0.431
sir,518,31,549,0.944
consent,71,110,181,0.392
send,2671,1745,4416,0.605
google,136,0,136,1.0
plus,539,466,1005,0.536
downloading,55,9,64,0.859
congratulations,719,236,955,0.753
need,3291,5565,8856,0.372
tenure,35,20,55,0.636
jane,27,103,130,0.208
isc,0,141,141,0.0
recall,3,90,93,0.032
earl,13,118,131,0.099
molecular,51,5,56,0.911
write,689,623,1312,0.525
creating,161,222,383,0.42
georgeanne,0,68,68,0.0
linux,441,38,479,0.921
important,713,898,1611,0.443
isv,71,0,71,1.0
credits,26,93,119,0.218
dolores,10,45,55,0.182
qui,54,0,54,1.0
crazy,136,24,160,0.85
tea,52,6,58,0.897
epson,276,4,280,0.986
relevant,125,243,368,0.34
pager,1,166,167,0.006
representation,74,41,115,0.643
energy,1528,9925,11453,0.133
humble,57,22,79,0.722
lord,76,41,117,0.65
